-1.900000000000000000e+01,-6.949218810346319275e-01,-4.585821931797635052e-03,-1.053116269953329326e-01,-1.213996497802142294e+01
9.200000000000000000e+01,1.148913403941768330e+00,4.065455064484045644e-03,1.131762038229384149e-01,6.918717499927716119e+01
5.800000000000000000e+01,9.940894531565046321e+00,6.615992236791269632e-02,1.520518087169367982e+00,-8.556112154309317930e+00
1.140000000000000000e+02,2.295516996232904461e+01,2.032097330210672070e-01,4.381520372932913077e+00,1.916505148692948524e+01
2.230000000000000000e+02,3.988662789573214695e+01,4.569594326990959465e-01,9.345771174262628378e+00,5.930136978395103142e+01
2.310000000000000000e+02,6.172461689236914140e+01,8.901559459584299505e-01,1.738630343264248879e+01,-4.664552485496614054e+00
1.100000000000000000e+02,7.577459447598353393e+01,1.495548386621259773e+00,2.763261448766020578e+01,-1.122351655056185677e+02
7.000000000000000000e+00,6.361173479651984053e+01,2.183731285460635885e+00,3.741386904732781460e+01,-1.148560516989819433e+02
1.400000000000000000e+01,2.352921036492210760e+01,2.873207581170695857e+00,4.468802796529460153e+01,-1.466336423984921922e+01
-2.800000000000000000e+01,-2.874097624793306238e+01,3.531637386681850010e+00,4.893833868452637859e+01,-6.555084682223402126e-01
-1.430000000000000000e+02,-8.076630131250742295e+01,4.113393258932437568e+00,4.950380328392593299e+01,-4.133919654336029481e+01
-2.660000000000000000e+02,-1.301957339982455437e+02,4.525908692621401386e+00,4.484634643480811178e+01,-5.209086489775010875e+01
-3.930000000000000000e+02,-1.763622426990098688e+02,4.658356781730613960e+00,3.339089698001335194e+01,-4.502973864209297972e+01
-4.510000000000000000e+02,-2.140250173418902762e+02,4.417789166872179152e+00,1.440088166158438021e+01,1.412232020959663714e+01
-4.760000000000000000e+02,-2.328424002002287523e+02,3.755963766683877214e+00,-1.152395538599612124e+01,5.581508705375159707e+01
-5.400000000000000000e+02,-2.260097102218458360e+02,2.650312089518839898e+00,-4.311779431795753226e+01,3.304696441745585389e+01
-4.670000000000000000e+02,-1.919831639392638465e+02,1.101879905868327292e+00,-7.863683036703334039e+01,1.022670158104014604e+02
-2.690000000000000000e+02,-1.242669057293248187e+02,-8.010157251341323281e-01,-1.145195488627775831e+02,1.831155560453528039e+02
-9.400000000000000000e+01,-1.767563603681472273e+01,-2.885698773352723734e+00,-1.458397526711459307e+02,1.523857756338713330e+02
-5.000000000000000000e+00,1.143334414097106446e+02,-4.988511083266680579e+00,-1.687976113079472498e+02,4.363426107846510149e+01
7.900000000000000000e+01,2.426647881374111080e+02,-7.001160788266072466e+00,-1.816962655128977815e+02,-1.622670967916318574e+01
1.700000000000000000e+02,3.412433170453999765e+02,-8.841629989734636652e+00,-1.839734715103130895e+02,-3.208648681248257617e+01
