1.490000000000000000e+02,1.165210996991079995e+00,1.354837051108100804e-07
1.390000000000000000e+02,4.849435250566450861e+00,1.467454229932958526e-06
1.710000000000000000e+02,9.595063369143893794e+00,8.029924871406013480e-06
2.840000000000000000e+02,1.321764185380120260e+01,3.017661298361012993e-05
4.680000000000000000e+02,1.588079378651830886e+01,8.913043947602567536e-05
6.460000000000000000e+02,1.884394641729941000e+01,2.234442070525110386e-04
7.740000000000000000e+02,2.179278426255634571e+01,4.985094583533139154e-04
8.360000000000000000e+02,2.175159208485235851e+01,1.019478741868313186e-03
7.200000000000000000e+02,1.364548033119102044e+01,1.946627797804374033e-03
5.050000000000000000e+02,-7.549913833457994272e+00,3.510921883522870064e-03
2.970000000000000000e+02,-4.190176642927035999e+01,6.026784643281359044e-03
1.340000000000000000e+02,-8.088082457629288058e+01,9.899473097225238924e-03
8.000000000000000000e+01,-1.089905410470593381e+02,1.562612740797230185e-02
7.500000000000000000e+01,-1.100950329686959321e+02,2.379148738187151363e-02
2.040000000000000000e+02,-7.489174690423010361e+01,3.506048366762748447e-02
3.820000000000000000e+02,-5.753405606321060795e+00,5.017032882692754742e-02
6.450000000000000000e+02,8.233394766889327343e+01,6.992468218663984436e-02
9.210000000000000000e+02,1.655165063039947881e+02,9.519208780245068391e-02
1.015000000000000000e+03,2.167325977701931947e+02,1.269100332873664694e-01
8.850000000000000000e+02,2.120257204802627768e+02,1.660942576915626634e-01
7.930000000000000000e+02,1.412884745093898573e+02,2.138506513756386895e-01
7.340000000000000000e+02,1.802659812683021556e+01,2.713860700459114206e-01
7.300000000000000000e+02,-1.225507744939022814e+02,3.400157896239427435e-01
8.680000000000000000e+02,-2.352908731515722991e+02,4.211677108845773287e-01
1.110000000000000000e+03,-2.803149809045356164e+02,5.163850955168579615e-01
1.151000000000000000e+03,-2.400263372031788549e+02,6.273302058564822481e-01
1.026000000000000000e+03,-1.295412722821853606e+02,7.557901720759586661e-01
9.820000000000000000e+02,1.118415229649447440e+01,9.036839509731507958e-01
1.069000000000000000e+03,1.376106355316636893e+02,1.073067963228917732e+00
1.135000000000000000e+03,2.161814834297319408e+02,1.266139466442073536e+00
1.133000000000000000e+03,2.302098879569408894e+02,1.485238670922292448e+00
1.173000000000000000e+03,1.818180998249045501e+02,1.732850626806319072e+00
1.215000000000000000e+03,9.062636186607673494e+01,2.011606918121256804e+00
1.221000000000000000e+03,-1.387832650301621129e+01,2.324286906989737833e+00
1.066000000000000000e+03,-1.038044550013644738e+02,2.673818295649221355e+00
7.790000000000000000e+02,-1.619341413992845560e+02,3.063276005301200478e+00
4.660000000000000000e+02,-1.833180132595614111e+02,3.495877139617506568e+00
2.330000000000000000e+02,-1.706320796939787385e+02,3.974969531960641067e+00
1.000000000000000000e+02,-1.292690290803670337e+02,4.504012774217390991e+00
-5.500000000000000000e+01,-6.659237450231793787e+01,5.086552696361822612e+00
-1.060000000000000000e+02,7.239934667525812273e+00,5.726191421257936121e+00
2.290000000000000000e+02,8.323199846084091291e+01,6.426555419599026209e+00
5.450000000000000000e+02,1.548910025224492415e+02,7.191264907310530141e+00
5.790000000000000000e+02,2.099271197328830851e+02,8.023908695649565104e+00
4.970000000000000000e+02,2.279018015348475217e+02,8.928026483037671213e+00
3.710000000000000000e+02,1.917337075714826540e+02,9.907096494914481966e+00
2.230000000000000000e+02,9.987764237139380441e+01,1.096452443683984690e+01
4.000000000000000000e+01,-2.992220772951709762e+01,1.210363079988567492e+01
-8.000000000000000000e+00,-1.639507262745953824e+02,1.332763531941602686e+01
-5.000000000000000000e+01,-2.620791943835398570e+02,1.463963873629492163e+01
-1.840000000000000000e+02,-2.933988185548257093e+02,1.604260292869324545e+01
-2.420000000000000000e+02,-2.478657786413410236e+02,1.753933043153469384e+01
-2.120000000000000000e+02,-1.370811775787842350e+02,1.913244374045719454e+01
-2.270000000000000000e+02,9.671641864683044432e+00,2.082436490164167253e+01
-2.330000000000000000e+02,1.524793060936455049e+02,2.261729636091522977e+01
-1.010000000000000000e+02,2.538332561817380224e+02,2.451320388608669987e+01
6.400000000000000000e+01,2.909113180247109085e+02,2.651380227098065845e+01
9.400000000000000000e+01,2.585706758050056351e+02,2.862054489064291118e+01
7.800000000000000000e+01,1.669133190799861381e+02,3.083461771741312063e+01
6.000000000000000000e+00,3.876935029585296633e+01,3.315693687748326113e+01
-9.800000000000000000e+01,-9.517117805436322442e+01,3.558814779849561205e+01
-1.760000000000000000e+02,-2.033894085768453124e+02,3.812862420131811803e+01
-1.660000000000000000e+02,-2.601125959530991167e+02,4.077846605894635701e+01
-1.590000000000000000e+02,-2.517815514060274324e+02,4.353749671658863463e+01
-1.820000000000000000e+02,-1.822460788439044563e+02,4.640526010643561960e+01
-2.540000000000000000e+02,-7.256407073960775733e+01,4.938101878296742342e+01
-3.190000000000000000e+02,4.592066378160451734e+01,5.246375265785984254e+01
-3.010000000000000000e+02,1.425539507032460733e+02,5.565215787099958078e+01
-3.130000000000000000e+02,1.962508298910753410e+02,5.894464566269700612e+01
-2.890000000000000000e+02,1.991040577903942790e+02,6.233934176187119647e+01
-6.600000000000000000e+01,1.582441996213359516e+02,6.583408710287849885e+01
9.300000000000000000e+01,9.253933485262960801e+01,6.942644107047303237e+01
7.100000000000000000e+01,2.135542798306412493e+01,7.311368868014108102e+01
1.000000000000000000e+00,-4.301427765172605433e+01,7.689285182280976017e+01
-1.210000000000000000e+02,-9.424513893645884366e+01,8.076070261679353735e+01
-2.280000000000000000e+02,-1.287789709115190533e+02,8.471377622838387822e+01
-2.640000000000000000e+02,-1.431767355947337137e+02,8.874838153643108285e+01
-3.890000000000000000e+02,-1.346301110699351398e+02,9.286060936316846437e+01
-4.590000000000000000e+02,-1.036123173614333552e+02,9.704633865634254164e+01
-3.360000000000000000e+02,-5.277873662276734024e+01,1.013012411156911412e+02
-1.960000000000000000e+02,1.346244100502909014e+01,1.056207853541199313e+02
-1.440000000000000000e+02,8.471378293453628316e+01,1.100002425729062026e+02
-8.600000000000000000e+01,1.440613036311914641e+02,1.144346953032203800e+02
-7.000000000000000000e+01,1.740646950878505379e+02,1.189190491877080973e+02
-7.700000000000000000e+01,1.633239207525524819e+02,1.234480467869328209e+02
-5.400000000000000000e+01,1.114578793096172689e+02,1.280162823978069184e+02
